,Month,DayofMonth,DayOfWeek,FlightDate,Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,Origin,OriginCityName,OriginState,DestAirportID,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
137110,5,26,4,2022-05-26,G7,N571GJ,4494,11618,EWR,"Newark, NJ",NJ,11995,GSO,"Greensboro/High Point, NC",NC,905,904.0,-1.0,0.0,0.0,-1.0,0900-0959,1105,1109.0,4.0,4.0,0.0,0.0,1100-1159,0.0,,0.0,120.0,125.0,72.0,445.0,2,,,,,
118377,5,6,5,2022-05-06,UA,N2747U,1175,14771,SFO,"San Francisco, CA",CA,12173,HNL,"Honolulu, HI",HI,855,905.0,10.0,10.0,0.0,0.0,0800-0859,1130,1124.0,-6.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,335.0,319.0,294.0,2398.0,10,,,,,
449368,5,29,7,2022-05-29,OH,N591NN,5325,13495,MSY,"New Orleans, LA",LA,11278,DCA,"Washington, DC",VA,1835,1831.0,-4.0,0.0,0.0,-1.0,1800-1859,2215,2236.0,21.0,21.0,1.0,1.0,2200-2259,0.0,,0.0,160.0,185.0,134.0,969.0,4,0.0,0.0,21.0,0.0,0.0
61102,5,30,1,2022-05-30,OO,N548CA,3647,13487,MSP,"Minneapolis, MN",MN,11066,CMH,"Columbus, OH",OH,740,737.0,-3.0,0.0,0.0,-1.0,0700-0759,1030,1028.0,-2.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,110.0,111.0,82.0,626.0,3,,,,,
477652,5,27,5,2022-05-27,WN,N8629A,196,13495,MSY,"New Orleans, LA",LA,11292,DEN,"Denver, CO",CO,520,521.0,1.0,1.0,0.0,0.0,0001-0559,720,702.0,-18.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,180.0,161.0,145.0,1062.0,5,,,,,
424695,5,2,1,2022-05-02,NK,N534NK,1686,14635,RSW,"Fort Myers, FL",FL,11433,DTW,"Detroit, MI",MI,1930,1920.0,-10.0,0.0,0.0,-1.0,1900-1959,2228,2244.0,17.0,17.0,1.0,1.0,2200-2259,0.0,,0.0,178.0,205.0,156.0,1084.0,5,0.0,0.0,17.0,0.0,0.0
209998,5,15,7,2022-05-15,AA,N733UW,2033,13303,MIA,"Miami, FL",FL,15304,TPA,"Tampa, FL",FL,1947,1942.0,-5.0,0.0,0.0,-1.0,1900-1959,2106,2045.0,-21.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,79.0,63.0,36.0,204.0,1,,,,,
561423,5,1,7,2022-05-01,YV,N89321,6079,14986,SRQ,"Sarasota/Bradenton, FL",FL,12264,IAD,"Washington, DC",VA,1252,1301.0,9.0,9.0,0.0,0.0,1200-1259,1515,1527.0,12.0,12.0,0.0,0.0,1500-1559,0.0,,0.0,143.0,146.0,121.0,849.0,4,,,,,
424482,5,7,6,2022-05-07,NK,N697NK,1673,11066,CMH,"Columbus, OH",OH,13204,MCO,"Orlando, FL",FL,810,854.0,44.0,44.0,1.0,2.0,0800-0859,1023,1059.0,36.0,36.0,1.0,2.0,1000-1059,0.0,,0.0,133.0,125.0,107.0,802.0,4,36.0,0.0,0.0,0.0,0.0
529420,5,23,1,2022-05-23,WN,N551WN,782,10423,AUS,"Austin, TX",TX,10800,BUR,"Burbank, CA",CA,1720,1806.0,46.0,46.0,1.0,3.0,1700-1759,1835,1907.0,32.0,32.0,1.0,2.0,1800-1859,0.0,,0.0,195.0,181.0,172.0,1241.0,5,32.0,0.0,0.0,0.0,0.0
215874,5,28,6,2022-05-28,AA,N669AW,1086,10423,AUS,"Austin, TX",TX,12892,LAX,"Los Angeles, CA",CA,2050,2052.0,2.0,2.0,0.0,0.0,2000-2059,2210,2206.0,-4.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,200.0,194.0,162.0,1242.0,5,,,,,
112998,5,21,6,2022-05-21,UA,,561,11292,DEN,"Denver, CO",CO,13495,MSY,"New Orleans, LA",LA,1325,,,,,,1300-1359,1655,,,,,,1600-1659,1.0,A,0.0,150.0,,,1062.0,5,,,,,
478804,5,27,5,2022-05-27,WN,N8574Z,6603,15016,STL,"St. Louis, MO",MO,15304,TPA,"Tampa, FL",FL,1250,1324.0,34.0,34.0,1.0,2.0,1200-1259,1555,1629.0,34.0,34.0,1.0,2.0,1500-1559,0.0,,0.0,125.0,125.0,112.0,869.0,4,5.0,0.0,0.0,0.0,29.0
406329,5,14,6,2022-05-14,MQ,N277NN,3768,13303,MIA,"Miami, FL",FL,14193,PNS,"Pensacola, FL",FL,942,943.0,1.0,1.0,0.0,0.0,0900-0959,1035,1025.0,-10.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,113.0,102.0,79.0,530.0,3,,,,,
84597,5,29,7,2022-05-29,UA,N223UA,2143,11618,EWR,"Newark, NJ",NJ,14843,SJU,"San Juan, PR",PR,805,914.0,69.0,69.0,1.0,4.0,0800-0859,1152,1242.0,50.0,50.0,1.0,3.0,1100-1159,0.0,,0.0,227.0,208.0,191.0,1608.0,7,11.0,0.0,0.0,0.0,39.0
245417,5,6,5,2022-05-06,PT,N648AE,6075,11057,CLT,"Charlotte, NC",NC,11577,ERI,"Erie, PA",PA,2040,2214.0,94.0,94.0,1.0,6.0,2000-2059,2236,2348.0,72.0,72.0,1.0,4.0,2200-2259,0.0,,0.0,116.0,94.0,69.0,476.0,2,0.0,0.0,0.0,0.0,72.0
225749,5,21,6,2022-05-21,AA,N813NN,2287,10423,AUS,"Austin, TX",TX,12478,JFK,"New York, NY",NY,740,,,,,,0700-0759,1231,,,,,,1200-1259,1.0,A,0.0,231.0,,,1521.0,7,,,,,
520765,5,7,6,2022-05-07,WN,N8319F,4002,11292,DEN,"Denver, CO",CO,15016,STL,"St. Louis, MO",MO,1055,1157.0,62.0,62.0,1.0,4.0,1000-1059,1355,1442.0,47.0,47.0,1.0,3.0,1300-1359,0.0,,0.0,120.0,105.0,92.0,770.0,4,47.0,0.0,0.0,0.0,0.0
56139,5,13,5,2022-05-13,OO,N856AS,5954,11292,DEN,"Denver, CO",CO,10627,BIS,"Bismarck/Mandan, ND",ND,1900,1859.0,-1.0,0.0,0.0,-1.0,1900-1959,2144,2132.0,-13.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,104.0,92.0,73.0,516.0,3,,,,,
438650,5,11,3,2022-05-11,OH,N505AE,5021,11278,DCA,"Washington, DC",VA,13296,MHT,"Manchester, NH",NH,1506,1517.0,11.0,11.0,0.0,0.0,1500-1559,1645,1707.0,22.0,22.0,1.0,1.0,1600-1659,0.0,,0.0,99.0,110.0,73.0,406.0,2,0.0,0.0,11.0,0.0,11.0
472422,5,19,4,2022-05-19,WN,N8610A,462,13232,MDW,"Chicago, IL",IL,15016,STL,"St. Louis, MO",MO,2010,2007.0,-3.0,0.0,0.0,-1.0,2000-2059,2120,2108.0,-11.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,70.0,62.0,43.0,251.0,2,,,,,
496781,5,13,5,2022-05-13,WN,N946WN,2150,12889,LAS,"Las Vegas, NV",NV,14831,SJC,"San Jose, CA",CA,1850,1946.0,56.0,56.0,1.0,3.0,1800-1859,2015,2060.0,44.0,44.0,1.0,2.0,2000-2059,0.0,,0.0,85.0,73.0,59.0,386.0,2,0.0,0.0,0.0,0.0,44.0
135022,5,30,1,2022-05-30,G7,N519GJ,4385,15016,STL,"St. Louis, MO",MO,13930,ORD,"Chicago, IL",IL,1543,1534.0,-9.0,0.0,0.0,-1.0,1500-1559,1710,1655.0,-15.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,87.0,81.0,52.0,258.0,2,,,,,
149181,5,4,3,2022-05-04,G7,N522GJ,4527,12264,IAD,"Washington, DC",VA,15016,STL,"St. Louis, MO",MO,1755,1820.0,25.0,25.0,1.0,1.0,1700-1759,1914,1938.0,24.0,24.0,1.0,1.0,1900-1959,0.0,,0.0,139.0,138.0,104.0,696.0,3,0.0,0.0,0.0,0.0,24.0
512187,5,31,2,2022-05-31,WN,N8582Z,1743,10821,BWI,"Baltimore, MD",MD,13204,MCO,"Orlando, FL",FL,1550,1620.0,30.0,30.0,1.0,2.0,1500-1559,1810,1832.0,22.0,22.0,1.0,1.0,1800-1859,0.0,,0.0,140.0,132.0,110.0,787.0,4,0.0,0.0,22.0,0.0,0.0
579600,5,29,7,2022-05-29,YX,N869RW,4726,11278,DCA,"Washington, DC",VA,13487,MSP,"Minneapolis, MN",MN,1454,1453.0,-1.0,0.0,0.0,-1.0,1400-1459,1646,1640.0,-6.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,172.0,167.0,142.0,931.0,4,,,,,
356217,5,15,7,2022-05-15,DL,N981AT,1237,11986,GRR,"Grand Rapids, MI",MI,11433,DTW,"Detroit, MI",MI,1034,1027.0,-7.0,0.0,0.0,-1.0,1000-1059,1131,1108.0,-23.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,57.0,41.0,25.0,120.0,1,,,,,
186965,5,8,7,2022-05-08,AA,N649AW,2637,14107,PHX,"Phoenix, AZ",AZ,14908,SNA,"Santa Ana, CA",CA,2005,2000.0,-5.0,0.0,0.0,-1.0,2000-2059,2124,2126.0,2.0,2.0,0.0,0.0,2100-2159,0.0,,0.0,79.0,86.0,60.0,338.0,2,,,,,
391028,5,13,5,2022-05-13,G4,311NV,443,11292,DEN,"Denver, CO",CO,10431,AVL,"Asheville, NC",NC,1836,1836.0,0.0,0.0,0.0,0.0,1800-1859,2325,2328.0,4.0,4.0,0.0,0.0,2300-2359,0.0,,0.0,169.0,173.0,153.0,1248.0,5,,,,,
295021,5,7,6,2022-05-07,DL,N320US,361,12266,IAH,"Houston, TX",TX,10397,ATL,"Atlanta, GA",GA,1135,1139.0,4.0,4.0,0.0,0.0,1100-1159,1436,1428.0,-8.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,121.0,109.0,92.0,689.0,3,,,,,
362349,5,26,4,2022-05-26,DL,N331NW,2401,14100,PHL,"Philadelphia, PA",PA,13487,MSP,"Minneapolis, MN",MN,1951,2031.0,40.0,40.0,1.0,2.0,1900-1959,2144,2220.0,36.0,36.0,1.0,2.0,2100-2159,0.0,,0.0,173.0,169.0,131.0,980.0,4,0.0,0.0,12.0,0.0,24.0
463596,5,10,2,2022-05-10,WN,N959WN,1598,13232,MDW,"Chicago, IL",IL,12264,IAD,"Washington, DC",VA,945,937.0,-8.0,0.0,0.0,-1.0,0900-0959,1225,1209.0,-16.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,100.0,92.0,80.0,577.0,3,,,,,
70926,5,23,1,2022-05-23,OO,N955SW,5743,15023,STS,"Santa Rosa, CA",CA,14771,SFO,"San Francisco, CA",CA,900,846.0,-14.0,0.0,0.0,-1.0,0900-0959,944,935.0,-9.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,44.0,49.0,25.0,66.0,1,,,,,
67327,5,1,7,2022-05-01,OO,N156SY,5447,13930,ORD,"Chicago, IL",IL,14321,PWM,"Portland, ME",ME,1950,2040.0,50.0,50.0,1.0,3.0,1900-1959,2316,3.0,47.0,47.0,1.0,3.0,2300-2359,0.0,,0.0,146.0,143.0,119.0,900.0,4,0.0,0.0,0.0,0.0,47.0
381753,5,31,2,2022-05-31,F9,N324FR,1122,13244,MEM,"Memphis, TN",TN,13204,MCO,"Orlando, FL",FL,2019,2102.0,43.0,43.0,1.0,2.0,2000-2059,2320,2356.0,37.0,37.0,1.0,2.0,2300-2359,0.0,,0.0,121.0,115.0,97.0,684.0,3,23.0,0.0,0.0,0.0,14.0
440517,5,30,1,2022-05-30,OH,N558NN,5072,15412,TYS,"Knoxville, TN",TN,11057,CLT,"Charlotte, NC",NC,1104,1056.0,-8.0,0.0,0.0,-1.0,1100-1159,1217,1213.0,-4.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,73.0,77.0,40.0,177.0,1,,,,,
282965,5,18,3,2022-05-18,B6,N505JB,2033,10721,BOS,"Boston, MA",MA,12266,IAH,"Houston, TX",TX,919,1046.0,87.0,87.0,1.0,5.0,0900-0959,1241,1338.0,57.0,57.0,1.0,3.0,1200-1259,0.0,,0.0,262.0,232.0,211.0,1597.0,7,57.0,0.0,0.0,0.0,0.0
560524,5,27,5,2022-05-27,WN,N8689C,4051,10397,ATL,"Atlanta, GA",GA,10423,AUS,"Austin, TX",TX,1335,1437.0,62.0,62.0,1.0,4.0,1300-1359,1510,1544.0,34.0,34.0,1.0,2.0,1500-1559,0.0,,0.0,155.0,127.0,113.0,813.0,4,34.0,0.0,0.0,0.0,0.0
526244,5,15,7,2022-05-15,WN,N233LV,1422,13204,MCO,"Orlando, FL",FL,15016,STL,"St. Louis, MO",MO,2220,2308.0,48.0,48.0,1.0,3.0,2200-2259,2350,36.0,46.0,46.0,1.0,3.0,2300-2359,0.0,,0.0,150.0,148.0,126.0,882.0,4,0.0,0.0,0.0,0.0,46.0
538840,5,7,6,2022-05-07,WN,N8613K,1697,14122,PIT,"Pittsburgh, PA",PA,13204,MCO,"Orlando, FL",FL,540,540.0,0.0,0.0,0.0,0.0,0001-0559,755,751.0,-4.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,135.0,131.0,111.0,834.0,4,,,,,
385759,5,8,7,2022-05-08,G4,319NV,73,13796,OAK,"Oakland, CA",CA,12889,LAS,"Las Vegas, NV",NV,1624,1904.0,160.0,160.0,1.0,10.0,1600-1659,1748,2024.0,156.0,156.0,1.0,10.0,1700-1759,0.0,,0.0,84.0,80.0,63.0,407.0,2,0.0,0.0,156.0,0.0,0.0
475619,5,20,5,2022-05-20,WN,N8619F,2245,12953,LGA,"New York, NY",NY,10693,BNA,"Nashville, TN",TN,1610,1649.0,39.0,39.0,1.0,2.0,1600-1659,1740,1924.0,104.0,104.0,1.0,6.0,1700-1759,0.0,,0.0,150.0,215.0,104.0,764.0,4,0.0,0.0,65.0,0.0,39.0
377769,5,21,6,2022-05-21,F9,N359FR,2186,13891,ONT,"Ontario, CA",CA,12889,LAS,"Las Vegas, NV",NV,2143,2200.0,18.0,18.0,1.0,1.0,2100-2159,2248,2312.0,24.0,24.0,1.0,1.0,2200-2259,0.0,,0.0,65.0,71.0,38.0,197.0,1,0.0,0.0,24.0,0.0,0.0
103563,5,14,6,2022-05-14,UA,N77535,2408,14908,SNA,"Santa Ana, CA",CA,11292,DEN,"Denver, CO",CO,855,846.0,-9.0,0.0,0.0,-1.0,0800-0859,1210,1155.0,-15.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,135.0,129.0,109.0,846.0,4,,,,,
40755,5,7,6,2022-05-07,OO,N136SY,5401,10713,BOI,"Boise, ID",ID,13930,ORD,"Chicago, IL",IL,826,821.0,-5.0,0.0,0.0,-1.0,0800-0859,1308,1225.0,-43.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,222.0,184.0,162.0,1437.0,6,,,,,
55839,5,6,5,2022-05-06,OO,N494CA,5557,14689,SBA,"Santa Barbara, CA",CA,14771,SFO,"San Francisco, CA",CA,1843,1840.0,-3.0,0.0,0.0,-1.0,1800-1859,2000,1952.0,-8.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,77.0,72.0,45.0,262.0,2,,,,,
19201,5,9,1,2022-05-09,OO,N823SK,3952,11042,CLE,"Cleveland, OH",OH,13487,MSP,"Minneapolis, MN",MN,700,654.0,-6.0,0.0,0.0,-1.0,0700-0759,801,801.0,0.0,0.0,0.0,0.0,0800-0859,0.0,,0.0,121.0,127.0,102.0,622.0,3,,,,,
502424,5,21,6,2022-05-21,WN,N8577Z,2400,14679,SAN,"San Diego, CA",CA,13796,OAK,"Oakland, CA",CA,1850,1938.0,48.0,48.0,1.0,3.0,1800-1859,2020,2056.0,35.0,35.0,1.0,2.0,2000-2059,0.0,,0.0,90.0,77.0,64.0,446.0,2,0.0,0.0,0.0,0.0,35.0
83617,5,30,1,2022-05-30,UA,N26215,1124,12264,IAD,"Washington, DC",VA,13495,MSY,"New Orleans, LA",LA,1252,1247.0,-5.0,0.0,0.0,-1.0,1200-1259,1417,1401.0,-16.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,145.0,134.0,117.0,955.0,4,,,,,
345393,5,22,7,2022-05-22,DL,N360NW,1150,12953,LGA,"New York, NY",NY,11433,DTW,"Detroit, MI",MI,1740,1744.0,4.0,4.0,0.0,0.0,1700-1759,1954,2029.0,35.0,35.0,1.0,2.0,1900-1959,0.0,,0.0,134.0,165.0,87.0,502.0,3,0.0,0.0,35.0,0.0,0.0
474832,5,20,5,2022-05-20,WN,N8578Q,2809,11292,DEN,"Denver, CO",CO,13204,MCO,"Orlando, FL",FL,500,528.0,28.0,28.0,1.0,1.0,0001-0559,1030,1059.0,29.0,29.0,1.0,1.0,1000-1059,0.0,,0.0,210.0,211.0,189.0,1546.0,7,28.0,0.0,1.0,0.0,0.0
226832,5,16,1,2022-05-16,AA,N852NN,2329,13303,MIA,"Miami, FL",FL,14100,PHL,"Philadelphia, PA",PA,1804,,,,,,1800-1859,2049,,,,,,2000-2059,1.0,C,0.0,165.0,,,1013.0,5,,,,,
373171,5,10,2,2022-05-10,F9,N307FR,686,11292,DEN,"Denver, CO",CO,14122,PIT,"Pittsburgh, PA",PA,1336,1328.0,-8.0,0.0,0.0,-1.0,1300-1359,1843,1823.0,-20.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,187.0,175.0,153.0,1290.0,6,,,,,
266073,5,26,4,2022-05-26,AS,N461AS,725,11298,DFW,"Dallas/Fort Worth, TX",TX,14747,SEA,"Seattle, WA",WA,900,906.0,6.0,6.0,0.0,0.0,0900-0959,1119,1138.0,19.0,19.0,1.0,1.0,1100-1159,0.0,,0.0,259.0,272.0,226.0,1660.0,7,6.0,0.0,13.0,0.0,0.0
324660,5,1,7,2022-05-01,DL,N172DN,871,10397,ATL,"Atlanta, GA",GA,14107,PHX,"Phoenix, AZ",AZ,1620,1620.0,0.0,0.0,0.0,0.0,1600-1659,1728,1726.0,-2.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,248.0,246.0,225.0,1587.0,7,,,,,
362629,5,22,7,2022-05-22,DL,N306DN,2411,10397,ATL,"Atlanta, GA",GA,12953,LGA,"New York, NY",NY,2035,2058.0,23.0,23.0,1.0,1.0,2000-2059,2254,2322.0,28.0,28.0,1.0,1.0,2200-2259,0.0,,0.0,139.0,144.0,121.0,762.0,4,23.0,0.0,5.0,0.0,0.0
355598,5,4,3,2022-05-04,DL,N659DL,1219,11697,FLL,"Fort Lauderdale, FL",FL,11433,DTW,"Detroit, MI",MI,1155,1200.0,5.0,5.0,0.0,0.0,1100-1159,1457,1449.0,-8.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,182.0,169.0,146.0,1127.0,5,,,,,
18459,5,3,2,2022-05-03,OO,N275SY,3553,14747,SEA,"Seattle, WA",WA,11603,EUG,"Eugene, OR",OR,1529,1526.0,-3.0,0.0,0.0,-1.0,1500-1559,1639,1636.0,-3.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,70.0,70.0,48.0,234.0,1,,,,,
336942,5,30,1,2022-05-30,DL,N935AT,2983,10397,ATL,"Atlanta, GA",GA,12945,LEX,"Lexington, KY",KY,1523,1516.0,-7.0,0.0,0.0,-1.0,1500-1559,1638,1619.0,-19.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,75.0,63.0,46.0,304.0,2,,,,,
589062,5,24,2,2022-05-24,YX,N727YX,3551,11618,EWR,"Newark, NJ",NJ,14100,PHL,"Philadelphia, PA",PA,2041,2048.0,7.0,7.0,0.0,0.0,2000-2059,2129,2148.0,19.0,19.0,1.0,1.0,2100-2159,0.0,,0.0,48.0,60.0,28.0,80.0,1,7.0,0.0,12.0,0.0,0.0
198371,5,2,1,2022-05-02,AA,N126AN,690,10721,BOS,"Boston, MA",MA,14100,PHL,"Philadelphia, PA",PA,600,550.0,-10.0,0.0,0.0,-1.0,0600-0659,735,725.0,-10.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,95.0,95.0,73.0,280.0,2,,,,,
261704,5,19,4,2022-05-19,AS,N921VA,1001,14771,SFO,"San Francisco, CA",CA,11278,DCA,"Washington, DC",VA,800,822.0,22.0,22.0,1.0,1.0,0800-0859,1615,1631.0,16.0,16.0,1.0,1.0,1600-1659,0.0,,0.0,315.0,309.0,269.0,2442.0,10,16.0,0.0,0.0,0.0,0.0
409253,5,7,6,2022-05-07,MQ,N265NN,3856,13198,MCI,"Kansas City, MO",MO,13930,ORD,"Chicago, IL",IL,1114,1112.0,-2.0,0.0,0.0,-1.0,1100-1159,1245,1236.0,-9.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,91.0,84.0,64.0,403.0,2,,,,,
157757,5,13,5,2022-05-13,9E,N491PX,4911,12953,LGA,"New York, NY",NY,11057,CLT,"Charlotte, NC",NC,1635,1813.0,98.0,98.0,1.0,6.0,1600-1659,1856,2009.0,73.0,73.0,1.0,4.0,1800-1859,0.0,,0.0,141.0,116.0,80.0,544.0,3,0.0,0.0,0.0,0.0,73.0
171590,5,27,5,2022-05-27,AA,N834AA,115,12173,HNL,"Honolulu, HI",HI,11298,DFW,"Dallas/Fort Worth, TX",TX,1745,1746.0,1.0,1.0,0.0,0.0,1700-1759,607,602.0,-5.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,442.0,436.0,408.0,3784.0,11,,,,,
278339,5,12,4,2022-05-12,B6,N3058J,1566,14683,SAT,"San Antonio, TX",TX,10721,BOS,"Boston, MA",MA,1442,1516.0,34.0,34.0,1.0,2.0,1400-1459,1934,2041.0,67.0,67.0,1.0,4.0,1900-1959,0.0,,0.0,232.0,265.0,230.0,1764.0,8,0.0,0.0,67.0,0.0,0.0
5519,5,27,5,2022-05-27,OH,N500AE,5670,14783,SGF,"Springfield, MO",MO,11057,CLT,"Charlotte, NC",NC,1051,1051.0,0.0,0.0,0.0,0.0,1000-1059,1400,1403.0,3.0,3.0,0.0,0.0,1400-1459,0.0,,0.0,129.0,132.0,82.0,708.0,3,,,,,
594235,5,5,4,2022-05-05,YX,N733YX,3477,12451,JAX,"Jacksonville, FL",FL,12264,IAD,"Washington, DC",VA,1424,1415.0,-9.0,0.0,0.0,-1.0,1400-1459,1618,1646.0,28.0,28.0,1.0,1.0,1600-1659,0.0,,0.0,114.0,151.0,88.0,630.0,3,0.0,0.0,28.0,0.0,0.0
251047,5,2,1,2022-05-02,AS,N579AS,1299,14831,SJC,"San Jose, CA",CA,14057,PDX,"Portland, OR",OR,1945,1956.0,11.0,11.0,0.0,0.0,1900-1959,2130,2146.0,16.0,16.0,1.0,1.0,2100-2159,0.0,,0.0,105.0,110.0,98.0,569.0,3,11.0,0.0,5.0,0.0,0.0
490069,5,5,4,2022-05-05,WN,N915WN,782,10423,AUS,"Austin, TX",TX,10800,BUR,"Burbank, CA",CA,1720,1725.0,5.0,5.0,0.0,0.0,1700-1759,1835,1934.0,59.0,59.0,1.0,3.0,1800-1859,0.0,,0.0,195.0,249.0,176.0,1241.0,5,0.0,0.0,59.0,0.0,0.0
42914,5,12,4,2022-05-12,OO,N602UX,5649,14683,SAT,"San Antonio, TX",TX,11292,DEN,"Denver, CO",CO,1345,1524.0,99.0,99.0,1.0,6.0,1300-1359,1505,1706.0,121.0,121.0,1.0,8.0,1500-1559,0.0,,0.0,140.0,162.0,141.0,794.0,4,0.0,0.0,0.0,0.0,121.0
340695,5,6,5,2022-05-06,DL,N326NB,994,10397,ATL,"Atlanta, GA",GA,12191,HOU,"Houston, TX",TX,1551,1548.0,-3.0,0.0,0.0,-1.0,1500-1559,1656,1655.0,-1.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,125.0,127.0,104.0,696.0,3,,,,,
427817,5,20,5,2022-05-20,NK,N683NK,2157,11697,FLL,"Fort Lauderdale, FL",FL,12953,LGA,"New York, NY",NY,1607,,,,,,1600-1659,1900,,,,,,1900-1959,1.0,B,0.0,173.0,,,1076.0,5,,,,,
257896,5,13,5,2022-05-13,AS,N435AS,894,12758,KOA,"Kona, HI",HI,14679,SAN,"San Diego, CA",CA,1550,1614.0,24.0,24.0,1.0,1.0,1500-1559,10,38.0,28.0,28.0,1.0,1.0,0001-0559,0.0,,0.0,320.0,324.0,305.0,2556.0,11,0.0,0.0,4.0,0.0,24.0
572175,5,24,2,2022-05-24,YX,N446YX,4508,11278,DCA,"Washington, DC",VA,15016,STL,"St. Louis, MO",MO,754,814.0,20.0,20.0,1.0,1.0,0700-0759,910,926.0,16.0,16.0,1.0,1.0,0900-0959,0.0,,0.0,136.0,132.0,113.0,719.0,3,16.0,0.0,0.0,0.0,0.0
528154,5,16,1,2022-05-16,WN,N296WN,2665,10721,BOS,"Boston, MA",MA,10821,BWI,"Baltimore, MD",MD,1415,1420.0,5.0,5.0,0.0,0.0,1400-1459,1545,1608.0,23.0,23.0,1.0,1.0,1500-1559,0.0,,0.0,90.0,108.0,73.0,369.0,2,0.0,0.0,23.0,0.0,0.0
455851,5,1,7,2022-05-01,WN,N7835A,678,14689,SBA,"Santa Barbara, CA",CA,12889,LAS,"Las Vegas, NV",NV,1610,1651.0,41.0,41.0,1.0,2.0,1600-1659,1720,1803.0,43.0,43.0,1.0,2.0,1700-1759,0.0,,0.0,70.0,72.0,54.0,289.0,2,4.0,0.0,2.0,0.0,37.0
582597,5,3,2,2022-05-03,YX,N433YX,4791,11066,CMH,"Columbus, OH",OH,12953,LGA,"New York, NY",NY,1739,1755.0,16.0,16.0,1.0,1.0,1700-1759,1929,1927.0,-2.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,110.0,92.0,71.0,479.0,2,,,,,
602108,5,26,4,2022-05-26,YX,N235JQ,5593,13871,OMA,"Omaha, NE",NE,12953,LGA,"New York, NY",NY,1306,1300.0,-6.0,0.0,0.0,-1.0,1300-1359,1659,1703.0,4.0,4.0,0.0,0.0,1600-1659,0.0,,0.0,173.0,183.0,155.0,1148.0,5,,,,,
507376,5,29,7,2022-05-29,WN,N7838A,391,14679,SAN,"San Diego, CA",CA,13232,MDW,"Chicago, IL",IL,910,905.0,-5.0,0.0,0.0,-1.0,0900-0959,1505,1444.0,-21.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,235.0,219.0,204.0,1728.0,7,,,,,
274426,5,7,6,2022-05-07,B6,N238JB,1146,11697,FLL,"Fort Lauderdale, FL",FL,14524,RIC,"Richmond, VA",VA,2045,2200.0,76.0,76.0,1.0,5.0,2000-2059,2303,17.0,74.0,74.0,1.0,4.0,2300-2359,0.0,,0.0,138.0,136.0,114.0,805.0,4,0.0,74.0,0.0,0.0,0.0
424609,5,22,7,2022-05-22,NK,N661NK,1678,11618,EWR,"Newark, NJ",NJ,11697,FLL,"Fort Lauderdale, FL",FL,1720,1753.0,33.0,33.0,1.0,2.0,1700-1759,2020,2036.0,16.0,16.0,1.0,1.0,2000-2059,0.0,,0.0,180.0,163.0,138.0,1065.0,5,0.0,0.0,2.0,0.0,14.0
484894,5,3,2,2022-05-03,WN,N452WN,964,13232,MDW,"Chicago, IL",IL,11433,DTW,"Detroit, MI",MI,635,629.0,-6.0,0.0,0.0,-1.0,0600-0659,840,829.0,-11.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,65.0,60.0,38.0,228.0,1,,,,,
