,Month,DayofMonth,DayOfWeek,FlightDate,Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,Origin,OriginCityName,OriginState,DestAirportID,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,selection
245880,3,22,2,2022-03-22,PT,N682AE,6170,14092,PGV,"Greenville, NC",NC,11057,CLT,"Charlotte, NC",NC,1041,1031.0,-10.0,0.0,0.0,-1.0,1000-1059,1210,1145.0,-25.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,89.0,74.0,41.0,203.0,1,,,,,,0.0
109633,3,18,5,2022-03-18,MQ,N233NN,3790,13930,ORD,"Chicago, IL",IL,14122,PIT,"Pittsburgh, PA",PA,1516,1644.0,88.0,88.0,1.0,5.0,1500-1559,1743,1909.0,86.0,86.0,1.0,5.0,1700-1759,0.0,,0.0,87.0,85.0,62.0,413.0,2,0.0,15.0,0.0,0.0,71.0,1.0
216267,3,18,5,2022-03-18,AA,N165NN,1241,11298,DFW,"Dallas/Fort Worth, TX",TX,14747,SEA,"Seattle, WA",WA,2048,2044.0,-4.0,0.0,0.0,-1.0,2000-2059,2309,2260.0,-10.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,261.0,255.0,230.0,1660.0,7,,,,,,0.0
32100,3,7,1,2022-03-07,DL,N340NW,2072,12953,LGA,"New York, NY",NY,15304,TPA,"Tampa, FL",FL,730,725.0,-5.0,0.0,0.0,-1.0,0700-0759,1035,1005.0,-30.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,185.0,160.0,139.0,1010.0,5,,,,,,0.0
417083,3,4,5,2022-03-04,UA,N73291,655,11292,DEN,"Denver, CO",CO,12889,LAS,"Las Vegas, NV",NV,1904,1926.0,22.0,22.0,1.0,1.0,1900-1959,2010,2009.0,-1.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,126.0,103.0,86.0,628.0,3,,,,,,0.0
533833,3,10,4,2022-03-10,WN,N8651A,1085,10821,BWI,"Baltimore, MD",MD,10423,AUS,"Austin, TX",TX,1440,1440.0,0.0,0.0,0.0,0.0,1400-1459,1725,1750.0,25.0,25.0,1.0,1.0,1700-1759,0.0,,0.0,225.0,250.0,204.0,1342.0,6,0.0,0.0,25.0,0.0,0.0,1.0
491362,3,14,1,2022-03-14,WN,N8606C,636,13851,OKC,"Oklahoma City, OK",OK,14107,PHX,"Phoenix, AZ",AZ,1940,1939.0,-1.0,0.0,0.0,-1.0,1900-1959,2005,1948.0,-17.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,145.0,129.0,114.0,833.0,4,,,,,,0.0
409943,3,21,1,2022-03-21,UA,N823UA,459,11292,DEN,"Denver, CO",CO,13487,MSP,"Minneapolis, MN",MN,957,1026.0,29.0,29.0,1.0,1.0,0900-0959,1251,1337.0,46.0,46.0,1.0,3.0,1200-1259,0.0,,0.0,114.0,131.0,83.0,680.0,3,9.0,0.0,17.0,0.0,20.0,1.0
386545,3,14,1,2022-03-14,UA,N77525,1954,14771,SFO,"San Francisco, CA",CA,11278,DCA,"Washington, DC",VA,852,856.0,4.0,4.0,0.0,0.0,0800-0859,1700,1717.0,17.0,17.0,1.0,1.0,1700-1759,0.0,,0.0,308.0,321.0,280.0,2442.0,10,0.0,0.0,17.0,0.0,0.0,1.0
135520,3,30,3,2022-03-30,NK,N525NK,3430,11066,CMH,"Columbus, OH",OH,14635,RSW,"Fort Myers, FL",FL,843,1106.0,143.0,143.0,1.0,9.0,0800-0859,1117,1328.0,131.0,131.0,1.0,8.0,1100-1159,0.0,,0.0,154.0,142.0,124.0,930.0,4,131.0,0.0,0.0,0.0,0.0,1.0
486505,3,13,7,2022-03-13,WN,N8518R,2337,11292,DEN,"Denver, CO",CO,15376,TUS,"Tucson, AZ",AZ,825,856.0,31.0,31.0,1.0,2.0,0800-0859,930,943.0,13.0,13.0,0.0,0.0,0900-0959,0.0,,0.0,125.0,107.0,94.0,639.0,3,,,,,,0.0
411540,3,20,7,2022-03-20,UA,N68807,438,10721,BOS,"Boston, MA",MA,13930,ORD,"Chicago, IL",IL,720,714.0,-6.0,0.0,0.0,-1.0,0700-0759,918,906.0,-12.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,178.0,172.0,133.0,867.0,4,,,,,,0.0
288679,3,1,2,2022-03-01,B6,N982JB,816,14771,SFO,"San Francisco, CA",CA,12478,JFK,"New York, NY",NY,2045,2035.0,-10.0,0.0,0.0,-1.0,2000-2059,511,438.0,-33.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,326.0,303.0,282.0,2586.0,11,,,,,,0.0
267342,3,20,7,2022-03-20,B6,N184JB,1979,11278,DCA,"Washington, DC",VA,11697,FLL,"Fort Lauderdale, FL",FL,1850,1843.0,-7.0,0.0,0.0,-1.0,1800-1859,2132,2148.0,17.0,17.0,1.0,1.0,2100-2159,0.0,,0.0,162.0,186.0,129.0,899.0,4,0.0,0.0,17.0,0.0,0.0,1.0
474526,3,29,2,2022-03-29,WN,N448WN,2597,13930,ORD,"Chicago, IL",IL,14635,RSW,"Fort Myers, FL",FL,1550,1609.0,19.0,19.0,1.0,1.0,1500-1559,1940,2005.0,25.0,25.0,1.0,1.0,1900-1959,0.0,,0.0,170.0,176.0,131.0,1120.0,5,15.0,0.0,6.0,0.0,4.0,1.0
522462,3,24,4,2022-03-24,WN,N745SW,1041,12992,LIT,"Little Rock, AR",AR,10397,ATL,"Atlanta, GA",GA,1855,1914.0,19.0,19.0,1.0,1.0,1800-1859,2120,2144.0,24.0,24.0,1.0,1.0,2100-2159,0.0,,0.0,85.0,90.0,64.0,453.0,2,0.0,0.0,5.0,0.0,19.0,1.0
92954,3,24,4,2022-03-24,G4,308NV,1805,14112,PIE,"St. Petersburg, FL",FL,13198,MCI,"Kansas City, MO",MO,1224,1211.0,-13.0,0.0,0.0,-1.0,1200-1259,1412,1344.0,-28.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,168.0,153.0,138.0,1045.0,5,,,,,,0.0
267592,3,18,5,2022-03-18,B6,N190JB,440,11042,CLE,"Cleveland, OH",OH,10721,BOS,"Boston, MA",MA,1455,2000.0,305.0,305.0,1.0,12.0,1400-1459,1642,2130.0,288.0,288.0,1.0,12.0,1600-1659,0.0,,0.0,107.0,90.0,73.0,563.0,3,288.0,0.0,0.0,0.0,0.0,1.0
211749,3,8,2,2022-03-08,AA,N983NN,1059,11298,DFW,"Dallas/Fort Worth, TX",TX,10423,AUS,"Austin, TX",TX,900,849.0,-11.0,0.0,0.0,-1.0,0900-0959,1010,1007.0,-3.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,70.0,78.0,46.0,190.0,1,,,,,,0.0
169828,3,26,6,2022-03-26,AA,N407AN,212,13830,OGG,"Kahului, HI",HI,12892,LAX,"Los Angeles, CA",CA,1525,1602.0,37.0,37.0,1.0,2.0,1500-1559,2340,3.0,23.0,23.0,1.0,1.0,2300-2359,0.0,,0.0,315.0,301.0,285.0,2486.0,10,0.0,0.0,0.0,0.0,23.0,1.0
487440,3,13,7,2022-03-13,WN,N7869A,1197,13232,MDW,"Chicago, IL",IL,11259,DAL,"Dallas, TX",TX,1125,,,,,,1100-1159,1350,,,,,,1300-1359,1.0,A,0.0,145.0,,,793.0,4,,,,,,
139159,3,1,2,2022-03-01,NK,N653NK,681,11433,DTW,"Detroit, MI",MI,14635,RSW,"Fort Myers, FL",FL,600,605.0,5.0,5.0,0.0,0.0,0600-0659,846,907.0,21.0,21.0,1.0,1.0,0800-0859,0.0,,0.0,166.0,182.0,137.0,1084.0,5,5.0,0.0,16.0,0.0,0.0,1.0
18675,3,14,1,2022-03-14,DL,N128DN,574,10721,BOS,"Boston, MA",MA,10397,ATL,"Atlanta, GA",GA,820,844.0,24.0,24.0,1.0,1.0,0800-0859,1119,1138.0,19.0,19.0,1.0,1.0,1100-1159,0.0,,0.0,179.0,174.0,139.0,946.0,4,19.0,0.0,0.0,0.0,0.0,1.0
538124,3,18,5,2022-03-18,WN,N7811F,1841,10397,ATL,"Atlanta, GA",GA,11697,FLL,"Fort Lauderdale, FL",FL,1635,1716.0,41.0,41.0,1.0,2.0,1600-1659,1825,1902.0,37.0,37.0,1.0,2.0,1800-1859,0.0,,0.0,110.0,106.0,88.0,581.0,3,0.0,0.0,32.0,0.0,5.0,1.0
261951,3,24,4,2022-03-24,AS,N612AS,64,15841,WRG,"Wrangell, AK",AK,12819,KTN,"Ketchikan, AK",AK,1624,1903.0,159.0,159.0,1.0,10.0,1600-1659,1657,1945.0,168.0,168.0,1.0,11.0,1600-1659,0.0,,0.0,33.0,42.0,23.0,82.0,1,0.0,0.0,9.0,0.0,159.0,1.0
482846,3,5,6,2022-03-05,WN,N202WN,1756,10140,ABQ,"Albuquerque, NM",NM,10800,BUR,"Burbank, CA",CA,1155,1216.0,21.0,21.0,1.0,1.0,1100-1159,1255,1330.0,35.0,35.0,1.0,2.0,1200-1259,0.0,,0.0,120.0,134.0,118.0,672.0,3,3.0,0.0,14.0,0.0,18.0,1.0
2304,3,13,7,2022-03-13,DL,N994AT,550,10980,CHA,"Chattanooga, TN",TN,10397,ATL,"Atlanta, GA",GA,1155,1155.0,0.0,0.0,0.0,0.0,1100-1159,1244,1232.0,-12.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,49.0,37.0,25.0,106.0,1,,,,,,0.0
53834,3,18,5,2022-03-18,DL,N926AT,2332,13244,MEM,"Memphis, TN",TN,10397,ATL,"Atlanta, GA",GA,700,654.0,-6.0,0.0,0.0,-1.0,0700-0759,920,907.0,-13.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,80.0,73.0,51.0,332.0,2,,,,,,0.0
405388,3,7,1,2022-03-07,UA,N13013,1076,11618,EWR,"Newark, NJ",NJ,12892,LAX,"Los Angeles, CA",CA,1000,1101.0,61.0,61.0,1.0,4.0,1000-1059,1310,1338.0,28.0,28.0,1.0,1.0,1300-1359,0.0,,0.0,370.0,337.0,313.0,2454.0,10,6.0,0.0,0.0,0.0,22.0,1.0
421421,3,18,5,2022-03-18,UA,N19117,520,14771,SFO,"San Francisco, CA",CA,12478,JFK,"New York, NY",NY,840,839.0,-1.0,0.0,0.0,-1.0,0800-0859,1705,1725.0,20.0,20.0,1.0,1.0,1700-1759,0.0,,0.0,325.0,346.0,301.0,2586.0,11,0.0,0.0,20.0,0.0,0.0,1.0
84804,3,25,5,2022-03-25,G4,248NV,224,12889,LAS,"Las Vegas, NV",NV,14489,RDM,"Bend/Redmond, OR",OR,1502,1502.0,0.0,0.0,0.0,0.0,1500-1559,1702,1707.0,5.0,5.0,0.0,0.0,1700-1759,0.0,,0.0,120.0,125.0,94.0,647.0,3,,,,,,0.0
82325,3,30,3,2022-03-30,F9,N342FR,678,11292,DEN,"Denver, CO",CO,13204,MCO,"Orlando, FL",FL,44,36.0,-8.0,0.0,0.0,-1.0,0001-0559,619,607.0,-12.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,215.0,211.0,177.0,1546.0,7,,,,,,0.0
509244,3,7,1,2022-03-07,WN,N8621A,1790,10693,BNA,"Nashville, TN",TN,13232,MDW,"Chicago, IL",IL,1930,1952.0,22.0,22.0,1.0,1.0,1900-1959,2105,2120.0,16.0,16.0,1.0,1.0,2100-2159,0.0,,0.0,95.0,89.0,64.0,395.0,2,16.0,0.0,0.0,0.0,0.0,1.0
360190,3,14,1,2022-03-14,OO,N604CZ,3528,14893,SMF,"Sacramento, CA",CA,14869,SLC,"Salt Lake City, UT",UT,1659,1716.0,17.0,17.0,1.0,1.0,1600-1659,1936,1956.0,20.0,20.0,1.0,1.0,1900-1959,0.0,,0.0,97.0,100.0,80.0,532.0,3,0.0,20.0,0.0,0.0,0.0,1.0
149780,3,31,4,2022-03-31,9E,N8928A,4705,11433,DTW,"Detroit, MI",MI,12945,LEX,"Lexington, KY",KY,2105,2112.0,8.0,8.0,0.0,0.0,2100-2159,2219,2240.0,20.0,20.0,1.0,1.0,2200-2259,0.0,,0.0,74.0,86.0,56.0,296.0,2,8.0,0.0,12.0,0.0,0.0,1.0
341991,3,26,6,2022-03-26,OO,N274SY,3653,14570,RNO,"Reno, NV",NV,14869,SLC,"Salt Lake City, UT",UT,1725,1722.0,-3.0,0.0,0.0,-1.0,1700-1759,2002,1953.0,-9.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,97.0,91.0,67.0,422.0,2,,,,,,0.0
497811,3,23,3,2022-03-23,WN,N781WN,1476,11259,DAL,"Dallas, TX",TX,14635,RSW,"Fort Myers, FL",FL,1205,1234.0,29.0,29.0,1.0,1.0,1200-1259,1530,1615.0,45.0,45.0,1.0,3.0,1500-1559,0.0,,0.0,145.0,161.0,144.0,1005.0,5,13.0,0.0,16.0,0.0,16.0,1.0
54957,3,2,3,2022-03-02,DL,N906DN,1154,10397,ATL,"Atlanta, GA",GA,12478,JFK,"New York, NY",NY,1859,1933.0,34.0,34.0,1.0,2.0,1800-1859,2116,2136.0,20.0,20.0,1.0,1.0,2100-2159,0.0,,0.0,137.0,123.0,108.0,760.0,4,20.0,0.0,0.0,0.0,0.0,1.0
486433,3,13,7,2022-03-13,WN,N563WN,2323,11292,DEN,"Denver, CO",CO,13930,ORD,"Chicago, IL",IL,1920,1953.0,33.0,33.0,1.0,2.0,1900-1959,2235,2300.0,26.0,26.0,1.0,1.0,2200-2259,0.0,,0.0,135.0,128.0,110.0,888.0,4,10.0,0.0,0.0,0.0,16.0,1.0
149297,3,12,6,2022-03-12,9E,N325PQ,4691,13244,MEM,"Memphis, TN",TN,12953,LGA,"New York, NY",NY,1124,1127.0,3.0,3.0,0.0,0.0,1100-1159,1459,1522.0,23.0,23.0,1.0,1.0,1400-1459,0.0,,0.0,155.0,175.0,149.0,963.0,4,0.0,0.0,23.0,0.0,0.0,1.0
572698,3,7,1,2022-03-07,YX,N871RW,4865,12953,LGA,"New York, NY",NY,12323,ILM,"Wilmington, NC",NC,1429,1423.0,-6.0,0.0,0.0,-1.0,1400-1459,1631,1614.0,-17.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,122.0,111.0,80.0,500.0,3,,,,,,0.0
69161,3,28,1,2022-03-28,DL,N102DU,2571,13930,ORD,"Chicago, IL",IL,12953,LGA,"New York, NY",NY,1200,1157.0,-3.0,0.0,0.0,-1.0,1200-1259,1503,1519.0,16.0,16.0,1.0,1.0,1500-1559,0.0,,0.0,123.0,142.0,100.0,733.0,3,0.0,0.0,16.0,0.0,0.0,1.0
276218,3,7,1,2022-03-07,B6,N506JB,561,10721,BOS,"Boston, MA",MA,14843,SJU,"San Juan, PR",PR,2259,2304.0,5.0,5.0,0.0,0.0,2200-2259,357,349.0,-8.0,0.0,0.0,-1.0,0001-0559,0.0,,0.0,238.0,225.0,203.0,1674.0,7,,,,,,0.0
180380,3,25,5,2022-03-25,AA,N989AN,1636,11057,CLT,"Charlotte, NC",NC,11292,DEN,"Denver, CO",CO,1658,1724.0,26.0,26.0,1.0,1.0,1600-1659,1841,1855.0,14.0,14.0,0.0,0.0,1800-1859,0.0,,0.0,223.0,211.0,197.0,1337.0,6,,,,,,0.0
50057,3,10,4,2022-03-10,DL,N367DN,2212,11433,DTW,"Detroit, MI",MI,12892,LAX,"Los Angeles, CA",CA,2129,2136.0,6.0,6.0,0.0,0.0,2100-2159,2337,2328.0,-10.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,308.0,292.0,269.0,1979.0,8,,,,,,0.0
485322,3,12,6,2022-03-12,WN,N7823A,3933,15304,TPA,"Tampa, FL",FL,14122,PIT,"Pittsburgh, PA",PA,1655,1935.0,160.0,160.0,1.0,10.0,1600-1659,1915,2144.0,150.0,150.0,1.0,10.0,1900-1959,0.0,,0.0,140.0,130.0,113.0,873.0,4,111.0,0.0,0.0,0.0,39.0,1.0
225840,3,16,3,2022-03-16,AA,N508AY,1296,12339,IND,"Indianapolis, IN",IN,11298,DFW,"Dallas/Fort Worth, TX",TX,740,735.0,-5.0,0.0,0.0,-1.0,0700-0759,918,910.0,-8.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,158.0,155.0,105.0,761.0,4,,,,,,0.0
558647,3,20,7,2022-03-20,YV,N933LR,5838,11298,DFW,"Dallas/Fort Worth, TX",TX,13158,MAF,"Midland/Odessa, TX",TX,830,825.0,-5.0,0.0,0.0,-1.0,0800-0859,950,931.0,-19.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,80.0,66.0,50.0,309.0,2,,,,,,0.0
176881,3,7,1,2022-03-07,AA,N324RN,1524,13303,MIA,"Miami, FL",FL,12889,LAS,"Las Vegas, NV",NV,845,840.0,-5.0,0.0,0.0,-1.0,0800-0859,1122,1114.0,-8.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,337.0,334.0,291.0,2174.0,9,,,,,,0.0
237395,3,13,7,2022-03-13,AA,N119US,2505,11618,EWR,"Newark, NJ",NJ,11057,CLT,"Charlotte, NC",NC,500,502.0,2.0,2.0,0.0,0.0,0001-0559,700,700.0,0.0,0.0,0.0,0.0,0700-0759,0.0,,0.0,120.0,118.0,88.0,529.0,3,,,,,,0.0
162026,3,10,4,2022-03-10,9E,N341PQ,5217,12953,LGA,"New York, NY",NY,14524,RIC,"Richmond, VA",VA,950,951.0,1.0,1.0,0.0,0.0,0900-0959,1126,1126.0,0.0,0.0,0.0,0.0,1100-1159,0.0,,0.0,96.0,95.0,59.0,292.0,2,,,,,,0.0
74826,3,12,6,2022-03-12,F9,N354FR,538,11292,DEN,"Denver, CO",CO,11278,DCA,"Washington, DC",VA,1641,2003.0,202.0,202.0,1.0,12.0,1600-1659,2159,111.0,192.0,192.0,1.0,12.0,2100-2159,0.0,,0.0,198.0,188.0,164.0,1476.0,6,28.0,0.0,9.0,0.0,155.0,1.0
543812,3,26,6,2022-03-26,WN,N413WN,663,11697,FLL,"Fort Lauderdale, FL",FL,10792,BUF,"Buffalo, NY",NY,955,952.0,-3.0,0.0,0.0,-1.0,0900-0959,1300,1302.0,2.0,2.0,0.0,0.0,1300-1359,0.0,,0.0,185.0,190.0,153.0,1166.0,5,,,,,,0.0
265217,3,29,2,2022-03-29,AS,N618AS,153,13873,OME,"Nome, AK",AK,13970,OTZ,"Kotzebue, AK",AK,1754,1733.0,-21.0,0.0,0.0,-2.0,1700-1759,1844,1824.0,-20.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,50.0,51.0,35.0,183.0,1,,,,,,0.0
276951,3,2,3,2022-03-02,B6,N523JB,2711,10721,BOS,"Boston, MA",MA,13930,ORD,"Chicago, IL",IL,1930,2023.0,53.0,53.0,1.0,3.0,1900-1959,2135,2216.0,41.0,41.0,1.0,2.0,2100-2159,0.0,,0.0,185.0,173.0,148.0,867.0,4,31.0,0.0,0.0,0.0,10.0,1.0
586610,3,17,4,2022-03-17,YX,N746YX,3653,10994,CHS,"Charleston, SC",SC,11618,EWR,"Newark, NJ",NJ,1700,1859.0,119.0,119.0,1.0,7.0,1700-1759,1907,2112.0,124.0,124.0,1.0,8.0,1900-1959,0.0,,0.0,127.0,132.0,110.0,628.0,3,0.0,0.0,124.0,0.0,0.0,1.0
550033,3,28,1,2022-03-28,WN,N237WN,2669,10821,BWI,"Baltimore, MD",MD,12448,JAN,"Jackson/Vicksburg, MS",MS,1730,1748.0,18.0,18.0,1.0,1.0,1700-1759,1910,1906.0,-4.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,160.0,138.0,122.0,888.0,4,,,,,,0.0
349638,3,17,4,2022-03-17,OO,N789SK,5822,10617,BIH,"Bishop, CA",CA,12892,LAX,"Los Angeles, CA",CA,1616,1605.0,-11.0,0.0,0.0,-1.0,1600-1659,1737,1757.0,20.0,20.0,1.0,1.0,1700-1759,0.0,,0.0,81.0,112.0,57.0,237.0,1,20.0,0.0,0.0,0.0,0.0,1.0
552071,3,19,6,2022-03-19,YV,N87353,6072,13198,MCI,"Kansas City, MO",MO,13930,ORD,"Chicago, IL",IL,1713,2112.0,239.0,239.0,1.0,12.0,1700-1759,1848,2236.0,229.0,229.0,1.0,12.0,1800-1859,0.0,,0.0,95.0,85.0,64.0,403.0,2,229.0,0.0,0.0,0.0,0.0,1.0
490798,3,14,1,2022-03-14,WN,N957WN,501,13198,MCI,"Kansas City, MO",MO,12889,LAS,"Las Vegas, NV",NV,1950,1941.0,-9.0,0.0,0.0,-1.0,1900-1959,2045,2029.0,-16.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,175.0,168.0,149.0,1139.0,5,,,,,,0.0
330124,3,5,6,2022-03-05,OO,N174SY,3498,12892,LAX,"Los Angeles, CA",CA,13264,MFR,"Medford, OR",OR,1400,1545.0,105.0,105.0,1.0,7.0,1400-1459,1600,1740.0,100.0,100.0,1.0,6.0,1600-1659,0.0,,0.0,120.0,115.0,96.0,630.0,3,0.0,0.0,0.0,0.0,100.0,1.0
192957,3,16,3,2022-03-16,AA,N556UW,572,11057,CLT,"Charlotte, NC",NC,10693,BNA,"Nashville, TN",TN,854,849.0,-5.0,0.0,0.0,-1.0,0800-0859,914,903.0,-11.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,80.0,74.0,53.0,328.0,2,,,,,,0.0
79453,3,23,3,2022-03-23,F9,N362FR,750,14107,PHX,"Phoenix, AZ",AZ,11292,DEN,"Denver, CO",CO,541,536.0,-5.0,0.0,0.0,-1.0,0001-0559,834,834.0,0.0,0.0,0.0,0.0,0800-0859,0.0,,0.0,113.0,118.0,99.0,602.0,3,,,,,,0.0
76211,3,15,2,2022-03-15,F9,N373FR,1650,14492,RDU,"Raleigh/Durham, NC",NC,14100,PHL,"Philadelphia, PA",PA,1820,1905.0,45.0,45.0,1.0,3.0,1800-1859,1941,2019.0,38.0,38.0,1.0,2.0,1900-1959,0.0,,0.0,81.0,74.0,55.0,337.0,2,0.0,0.0,0.0,0.0,38.0,1.0
367206,3,27,7,2022-03-27,OO,N452SW,5246,14487,RDD,"Redding, CA",CA,14771,SFO,"San Francisco, CA",CA,2034,2202.0,88.0,88.0,1.0,5.0,2000-2059,2143,2316.0,92.0,92.0,1.0,6.0,2100-2159,0.0,,0.0,69.0,73.0,40.0,199.0,1,0.0,0.0,92.0,0.0,0.0,1.0
320566,3,28,1,2022-03-28,OO,N461SW,4093,13487,MSP,"Minneapolis, MN",MN,10627,BIS,"Bismarck/Mandan, ND",ND,855,851.0,-4.0,0.0,0.0,-1.0,0800-0859,1026,1023.0,-3.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,91.0,92.0,75.0,386.0,2,,,,,,0.0
460499,3,12,6,2022-03-12,WN,N8504G,3286,11986,GRR,"Grand Rapids, MI",MI,13232,MDW,"Chicago, IL",IL,1840,1929.0,49.0,49.0,1.0,3.0,1800-1859,1840,1922.0,42.0,42.0,1.0,2.0,1800-1859,0.0,,0.0,60.0,53.0,34.0,137.0,1,7.0,0.0,0.0,0.0,35.0,1.0
81605,3,28,1,2022-03-28,F9,N352FR,558,11292,DEN,"Denver, CO",CO,14492,RDU,"Raleigh/Durham, NC",NC,1515,1706.0,111.0,111.0,1.0,7.0,1500-1559,2031,2204.0,93.0,93.0,1.0,6.0,2000-2059,0.0,,0.0,196.0,178.0,160.0,1436.0,6,0.0,0.0,6.0,0.0,87.0,1.0
38778,3,22,2,2022-03-22,DL,N6704Z,2996,11503,EGE,"Eagle, CO",CO,10397,ATL,"Atlanta, GA",GA,1323,1322.0,-1.0,0.0,0.0,-1.0,1300-1359,1821,1828.0,7.0,7.0,0.0,0.0,1800-1859,0.0,,0.0,178.0,186.0,166.0,1312.0,6,,,,,,0.0
533554,3,10,4,2022-03-10,WN,N409WN,864,10423,AUS,"Austin, TX",TX,13204,MCO,"Orlando, FL",FL,1125,1647.0,322.0,322.0,1.0,12.0,1100-1159,1450,2005.0,315.0,315.0,1.0,12.0,1400-1459,0.0,,0.0,145.0,138.0,119.0,994.0,4,0.0,0.0,277.0,0.0,38.0,1.0
193530,3,25,5,2022-03-25,AA,N661AW,590,15016,STL,"St. Louis, MO",MO,14107,PHX,"Phoenix, AZ",AZ,1803,1756.0,-7.0,0.0,0.0,-1.0,1800-1859,1934,1919.0,-15.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,211.0,203.0,176.0,1262.0,6,,,,,,0.0
339342,3,17,4,2022-03-17,OO,N141SY,5736,14869,SLC,"Salt Lake City, UT",UT,14771,SFO,"San Francisco, CA",CA,730,725.0,-5.0,0.0,0.0,-1.0,0700-0759,859,844.0,-15.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,149.0,139.0,108.0,599.0,3,,,,,,0.0
287605,3,28,1,2022-03-28,B6,N966JT,53,12478,JFK,"New York, NY",NY,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,813,824.0,11.0,11.0,0.0,0.0,0800-0859,1112,1104.0,-8.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,179.0,160.0,141.0,1028.0,5,,,,,,0.0
303973,3,14,1,2022-03-14,OH,N560NN,5480,11433,DTW,"Detroit, MI",MI,14100,PHL,"Philadelphia, PA",PA,1258,1246.0,-12.0,0.0,0.0,-1.0,1200-1259,1436,1411.0,-25.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,98.0,85.0,63.0,453.0,2,,,,,,0.0
512413,3,8,2,2022-03-08,WN,N437WN,1907,10693,BNA,"Nashville, TN",TN,13232,MDW,"Chicago, IL",IL,1105,1101.0,-4.0,0.0,0.0,-1.0,1100-1159,1245,1223.0,-22.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,100.0,82.0,65.0,395.0,2,,,,,,0.0
458430,3,11,5,2022-03-11,WN,N241WN,1697,13930,ORD,"Chicago, IL",IL,10693,BNA,"Nashville, TN",TN,700,703.0,3.0,3.0,0.0,0.0,0700-0759,825,842.0,17.0,17.0,1.0,1.0,0800-0859,0.0,,0.0,85.0,99.0,61.0,409.0,2,0.0,0.0,17.0,0.0,0.0,1.0
216268,3,19,6,2022-03-19,AA,N905AU,1241,11298,DFW,"Dallas/Fort Worth, TX",TX,14747,SEA,"Seattle, WA",WA,2048,2048.0,0.0,0.0,0.0,0.0,2000-2059,2309,2258.0,-11.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,261.0,250.0,226.0,1660.0,7,,,,,,0.0
193878,3,16,3,2022-03-16,AA,N701UW,604,14524,RIC,"Richmond, VA",VA,13303,MIA,"Miami, FL",FL,630,802.0,92.0,92.0,1.0,6.0,0600-0659,901,1033.0,92.0,92.0,1.0,6.0,0900-0959,0.0,,0.0,151.0,151.0,133.0,825.0,4,92.0,0.0,0.0,0.0,0.0,1.0
159285,3,7,1,2022-03-07,9E,N313PQ,5095,11057,CLT,"Charlotte, NC",NC,12953,LGA,"New York, NY",NY,602,600.0,-2.0,0.0,0.0,-1.0,0600-0659,751,742.0,-9.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,109.0,102.0,77.0,544.0,3,,,,,,0.0
41374,3,21,1,2022-03-21,DL,N775DE,954,12953,LGA,"New York, NY",NY,11292,DEN,"Denver, CO",CO,1700,1659.0,-1.0,0.0,0.0,-1.0,1700-1759,1935,1927.0,-8.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,275.0,268.0,232.0,1620.0,7,,,,,,0.0
